Master Species List (MSL),Islands Only Species (IOS) - Not valid on the Mainland,Mainland NFS P2/3 Sub-lists - Not valid on P2/3 plots within a specific NFS Region,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
MSL,.,.,.,7521,Waianae Range labordia,Labordia,kaalae,.,.,LAKA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7522,Wahiawa Mountain labordia,Labordia,lydgatei,.,.,LALY2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7523,labordia,Labordia,spp.,.,.,LABOR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7524,paleflower labordia,Labordia,tinifolia,.,.,LATI2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7528,Lanai labordia,Labordia,triflora,.,.,LATR4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7529,Nevada peavine,Labordia,waiolani,.,.,LAWA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7531,golden chain tree,Laburnum,anagyroides,.,.,LAAN2,U,U,U,U,.,.,U,.
MSL,.,.,.,7530,cuero de rana,Laetia,procera,.,.,LAPR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,w,7532,crapemyrtle,Lagerstroemia,indica,.,.,LAIN,.,U,U,"C, U",C,.,.,.
MSL,.,.,.,7533,pride of India,Lagerstroemia,speciosa,.,.,LASP,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,988,white mangrove,Laguncularia,racemosa,.,.,LARA2,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,7539,Langsat,Lansium,domesticum,.,.,LADO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7541,nino de cota,Laplacea,portoricensis,.,.,LAPO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6212,European larch,Larix,decidua,.,.,LADE2,U,U,U,U,.,.,U,P2
MSL,.,.,.,74,Japanese larch,Larix,kaempferi,.,.,LAKA2,.,.,.,.,.,.,.,.
MSL,.,.,.,71,tamarack,Larix,laricina,.,.,LALA,"R, U","PNWS, AK, U","R, U",U,.,.,.,P2
MSL,.,.,.,72,subalpine larch,Larix,lyallii,.,.,LALY,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,73,western larch,Larix,occidentalis,.,.,LAOC,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,75,Siberian larch,Larix,sibirica,.,.,LASI3,.,.,.,.,.,.,.,.
MSL,.,"3,4,5,6,10",.,70,larch spp.,Larix,spp.,.,.,LARIX,"R, U",U,U,U,.,.,.,P2
MSL,.,.,.,7543,bluelatan,Latania,loddigesii,.,.,LALO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7550,henna,Lawsonia,inermis,.,.,LAIN5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7552,Krug's roughleaf,Leandra,krugiana,.,.,LEKR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7556,pitahaya,Leptocereus,quadricostatus,.,.,LEQU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7558,large-leaf yellow teatree,Leptospermum,morrisonii,.,.,LEMO20,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7559,common teatree,Leptospermum,petersonii,.,.,LEPE23,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7560,common teatree,Leptospermum,polygalifolim,.,.,LEPO22,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7561,broom teatree,Leptospermum,scoparium,.,.,LESC2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7562,teatree,Leptospermum,spp.,.,.,LEPTO4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7565,white leadtree,Leucaena,leucocephala,.,.,LELE10,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,869,Great leucaene,Leucaena,pulverulenta,.,.,LEPU3,"R, U",U,U,"R, U",.,.,.,P2
MSL,.,.,.,7567,littleleaf leadtree,Leucaena,retusa,.,.,LERE5,U,U,U,U,.,.,U,.
MSL,.,.,.,7569,Maria laurel,Licaria,brittoniana,.,.,LIBR5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7570,Puerto Rico cinnamon,Licaria,parvifolia,.,.,LIPA9,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7573,pepperleaf sweetwood,Licaria,triandra,.,.,LITR,U,U,U,"C, U",C,.,.,.
MSL,.,8,w,7577,Japanese privet,Ligustrum,japonicum,.,.,LIJA,.,U,U,U,.,.,U,.
MSL,.,8,w,7578,glossy privet,Ligustrum,lucidum,.,.,LILU2,.,U,U,U,.,.,U,.
MSL,.,.,.,7571,Oriental sweetgum,Liquidambar,orientalis,.,.,LIOR2,.,U,U,U,.,.,U,.
MSL,.,.,.,611,sweetgum,Liquidambar,styraciflua,.,.,LIST2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,621,yellow-poplar,Liriodendron,tulipifera,.,.,LITU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7583,Lychee,Litchi,chinensis,.,.,LICH4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,631,tanoak,Lithocarpus,densiflorus,.,.,LIDE3,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,7586,papaono,Litsea,samoensis,.,.,LISA8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7588,fountain palm,Livistona,chinensis,.,.,LICH3,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,7590,geno geno,Lonchocarpus,domingensis,.,.,LODO5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7591,geno,Lonchocarpus,glaucifolius,.,.,LOGL2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7592,broadleaf lancepod,Lonchocarpus,heptaphyllus,.,.,LOHE7,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7595,vinegartree,Lophostemon,confertus,.,.,LOCO9,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,7600,luehea,Luehea,speciosa,.,.,LUSP11,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7602,"bakauaine, nana",Lumnitzera,littorea,.,.,LULI8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7606,Lunania ekmanii,Lunania,ekmanii,.,.,LUEK,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7608,St. Thomas staggerbush,Lyonia,rubiginosa,.,.,LYRU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,884,false tamarind,Lysiloma,latisiliquum,.,.,LYLA3,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,7614,"macadamia nut tree, pengua",Macadamia,integrifolia,.,.,MAIN8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7617,Macadamia Nut,Macadamia,tetraphylla,.,.,MATE16,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7618,bedel,Macaranga,carolinensis,.,.,MACA25,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7619,Macaranga grayana,Macaranga,grayana,.,.,MAGR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7620,lau pata,Macaranga,harveyana,.,.,MAHA9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7621,pengua,Macaranga,mappa,.,.,MAMA28,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7625,lau fatu,Macaranga,stipulosa,.,.,MAST7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7626,parasol leaf tree,Macaranga,tanarius,.,.,MATA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7627,Macaranga thompsonii,Macaranga,thompsonii,.,.,MATH3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7628,palo de hoz,Machaerium,lunatum,.,.,MALU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7630,Puerto Rico alfilerillo,Machaonia,portoricensis,.,.,MAPO6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,641,Osage-orange,Maclura,pomifera,.,.,MAPO,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7632,Maclura tinctoria,Maclura,tinctoria,.,.,MATI3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7633,umbrella-tree,Maesopsis,eminii,.,.,MAEM2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,651,cucumbertree,Magnolia,acuminata,.,.,MAAC,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,655,mountain or Fraser magnolia,Magnolia,fraseri,.,.,MAFR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,652,southern magnolia,Magnolia,grandiflora,.,.,MAGR4,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,654,bigleaf magnolia,Magnolia,macrophylla,.,.,MAMA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7635,Puerto Rico magnolia,Magnolia,portoricensis,.,.,MAPO2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,657,pyramid magnolia,Magnolia,pyramidata,.,.,MAPY,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7636,laurel magnolia,Magnolia,splendens,.,.,MASP,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7631,star magnolia,Magnolia,stellata,.,.,MAST6,.,.,.,.,.,.,.,.
MSL,.,.,.,658,umbrella magnolia,Magnolia,tripetala,.,.,MATR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,653,sweetbay,Magnolia,virginiana,.,.,MAVI2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7634,Chinese magnolia,Magnolia,x soulangiana,.,.,MASO9,.,.,.,.,.,.,.,.
MSL,.,.,.,7639,kamala tree,Mallotus,philippensis,.,.,MAPH4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7642,Mallotus tiliifolius,Mallotus,tiliifolius,.,.,MATI4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7644,Barbados cherry,Malpighia,emarginata,.,.,MAEM,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7645,palo bronco,Malpighia,fucata,.,.,MAFU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7646,wild crapemyrtle,Malpighia,glabra,.,.,MAGL6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7647,cowhage cherry,Malpighia,infestissima,.,.,MAIN5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7648,bastard cherry,Malpighia,linearis,.,.,MALI2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,662,southern crab apple,Malus,angustifolia,.,.,MAAN3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7649,Siberian crab apple,Malus,baccata,.,.,MABA,U,U,U,U,.,.,U,.
MSL,.,.,.,663,sweet crab apple,Malus,coronaria,.,.,MACO5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7650,Japanese flowering crab apple,Malus,floribunda,.,.,MAFL80,U,U,U,U,.,.,U,.
MSL,.,.,.,661,Oregon crab apple,Malus,fusca,.,.,MAFU,"R, U","PNWS, AK, U","R, U",U,.,.,.,P2
MSL,.,.,.,664,prairie crab apple,Malus,ioensis,.,.,MAIO,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7651,paradise apple,Malus,pumila,.,.,MAPU,U,U,U,U,.,.,U,.
MSL,.,"5,6,10",.,660,apple spp.,Malus,spp.,.,.,MALUS,"R, U",U,U,"R, U",.,.,.,P2
MSL,.,.,.,7652,mammee apple,Mammea,americana,.,.,MAAM2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7653,manapau,Mammea,glauca,.,.,MAGL12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7654,chopak,Mammea,odorata,.,.,MAOD2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,885,mango,Mangifera,indica,.,.,MAIN3,"R, U","P, U",U,"R, C, U",C,P,.,P2
MSL,.,.,.,7657,kanit,Mangifera,minor,.,.,MAMI3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7658,saipan mango,Mangifera,odorata,.,.,MAOD,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7660,ceara rubbertree,Manihot,carthaginensis ssp. Glaziovii,.,.,MACAG4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7662,bulletwood,Manilkara,bidentata,.,.,MABI5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7663,Surinam bulletwood,Manilkara,bidentata,.,surinamensis,MABIS,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7664,pani,Manilkara,dissecta,.,.,MADI14,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7666,kohle,Manilkara,hoshinoi,.,.,MAHO5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7667,wild dilly,Manilkara,jaimiqui,.,.,MAJA2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7669,zapote de costa,Manilkara,pleeana,.,.,MAPL2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7672,udeuid,Manilkara,udoido,.,.,MAUD,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7673,nisperillo,Manilkara,valenzuela,.,.,MAVA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7674,sapodilla,Manilkara,zapota,.,.,MAZA,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7677,palo de cana,Mappia,racemosa,.,.,MARA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7679,"bkau, apgau",Maranthes,corymbosa,.,.,MACO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7682,bastard hogberry,Margaritaria,nobilis,.,.,MANO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7684,beruquillo,Marlierea,sintenisii,.,.,MASI3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7688,Matayba apetala,Matayba,apetala,.,.,MAAP5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7689,negra lora,Matayba,domingensis,.,.,MADO2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7694,mayten,Maytenus,boaria,.,.,MABO8,U,U,U,U,.,.,U,.
MSL,.,.,.,7695,Caribbean mayten,Maytenus,cymosa,.,.,MACY2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7697,Puerto Rico mayten,Maytenus,elongata,.,.,MAEL3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7698,white cinnamon,Maytenus,laevigata,.,.,MALA8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,715,Maytenus palauica,Maytenus,palauica,.,.,MAPA28,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7699,ponce mayten,Maytenus,ponceana,.,.,MAPO5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7700,luluhut,Maytenus,thompsonii,.,.,MATH4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7702,Mecranium latifolium,Mecranium,latifolium,.,.,MELA7,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7704,Medusanthera carolinensis,Medusanthera,carolinensis,.,.,MECA21,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7705,matamo,Medusanthera,samoensis,.,.,MESA11,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7715,cajeput tree,Melaleuca,linariifolia,.,.,MELI7,U,U,U,U,.,.,U,.
MSL,.,.,.,992,melaleuca,Melaleuca,quinquenervia,.,.,MEQU,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
MSL,.,.,.,7710,alom,Melanolepis,multiglandulosa,.,.,MEMU10,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,993,chinaberry,Melia,azedarach,.,.,MEAZ,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
MSL,.,.,.,7717,Spanish lime,Melicoccus,bijugatus,.,.,MEBI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7719,mokihana,Melicope,anisata,.,.,MEAN3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7720,Ballous melicope,Melicope,balloui,.,.,MEBA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7721,uahiapele,Melicope,barbigera,.,.,MEBA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7722,Waianae Range melicope,Melicope,christophersenii,.,.,MECH2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7723,manena,Melicope,cinerea,.,.,MECI6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7724,kukaemoa,Melicope,clusiifolia,.,.,MECL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7725,piloula,Melicope,cruciata,.,.,MECR5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7726,leiohiiaka,Melicope,elliptica,.,.,MEEL2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7727,Haleakala melicope,Melicope,haleakalae,.,.,MEHA7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7728,Haupa Mountain melicope,Melicope,haupuensis,.,.,MEHA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7729,mokihana kukae moa,Melicope,hawaiensis,.,.,MEHA4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7730,Monoa melicope,Melicope,hiiakae,.,.,MEHI6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7731,Honolulu melicope,Melicope,hosakae,.,.,MEHO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7732,Kaala melicope,Melicope,kaalaensis,.,.,MEKA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7733,Olokele Valley melicope,Melicope,knudsenii,.,.,MEKN,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7750,soopini,Melicope,latifolia,.,.,MERE8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7734,Kaholuamanu melicope,Melicope,macropus,.,.,MEMA6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7735,Makaha Valley melicope,Melicope,makahae,.,.,MEMA7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7736,Molokai melicope,Melicope,molokaiensis,.,.,MEMO6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7737,alani,Melicope,mucronulata,.,.,MEMU4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7738,Oahu melicope,Melicope,oahuensis,.,.,MEOA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7739,Makawao melicope,Melicope,obovata,.,.,MEOB4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7740,Honokahua melicope,Melicope,orbicularis,.,.,MEOR4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7741,Hana melicope,Melicope,ovalis,.,.,MEOV,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7742,eggshape melicope,Melicope,ovata,.,.,MEOV2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7743,pale melicope,Melicope,pallida,.,.,MEPA6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7744,Lihue melicope,Melicope,paniculata,.,.,MEPA7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7745,boxfruit alani,Melicope,peduncularis,.,.,MEPE9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7746,Kohala Summit melicope,Melicope,pseudoanisata,.,.,MEPS,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7747,hairy melicope,Melicope,puberula,.,.,MEPU4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7748,fourangle melicope,Melicope,quadrangularis,.,.,MEQU3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7749,kapu melicope,Melicope,radiata,.,.,MERA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7751,roundleaf melicope,Melicope,rotundifolia,.,.,MERO3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7752,St. Johns melicope,Melicope,saint-johnii,.,.,MESA4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7753,Mt. Kaala melicope,Melicope,sandwicensis,.,.,MESA5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7754,melicope,Melicope,spp.,.,.,MELIC3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7755,volcanic melicope,Melicope,volcanica,.,.,MEVO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7756,alani wai,Melicope,waialealae,.,.,MEWA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7757,Monoa melicope,Melicope,wawraeana,.,.,MEWA4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7758,kipuka piaula,Melicope,zahlbruckneri,.,.,MEZA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7759,samoensis,Melicytus,samoensis,.,.,MESA9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7763,aguacatillo,Meliosma,herbertii,.,.,MEHE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7764,cacaillo,Meliosma,obtusifolia,.,.,MEOB2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7766,mao,Melochia,aristata,.,.,MEAR16,U,"P, U",U,U,.,P,.,.
MSL,IOS,.,.,7768,teabush,Melochia,tomentosa,.,.,METO4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7769,hierba del soldado,Melochia,umbellata,.,.,MEUM3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7770,sayafe,Melochia,villosissima,compacta,.,MEVIC4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7771,sayafe,Melochia,villosissima,villosissima,.,MEVIV,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7774,faniok,Merrilliodendron,megacarpum,.,.,MEME12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7776,fagufagu,Meryta,macrophylla,.,.,MEMA16,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7777,omechidel,Meryta,senfftiana,.,.,MESE11,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7779,dawn redwood,Metasequoia,glyptostroboides,.,.,MEGL8,U,U,U,U,.,.,U,.
MSL,.,.,.,886,Florida poisontree,Metopium,toxiferum,.,.,METO3,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,7781,collina,Metrosideros,collina,.,.,MEPOP2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7782,ohia,Metrosideros,macropus,.,.,MEMA4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7783,ohia lehua,Metrosideros,polymorpha,.,.,MEPO5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7792,lehua papa,Metrosideros,rugosa,.,.,MERU2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7794,lehua ahihi,Metrosideros,tremuloides,.,.,METR5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7795,Kauai bottlebrush,Metrosideros,waialealae,.,.,MEWA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7798,ivory-nut palm,Metroxylon,amicarum,.,.,MEAM4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7799,sago palm,Metroxylon,sagu,.,.,MESA7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7801,Orange Champak,Michelia,champaca,.,.,MICH4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7804,saquiyac,Miconia,affinis,.,.,MIAF,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7805,velvet tree,Miconia,calvescens,.,.,MICA20,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7806,Puerto Rico johnnyberry,Miconia,foveolata,.,.,MIFO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7807,camasey de costilla,Miconia,impetiolaris,.,.,MIIM,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7808,smooth johnnyberry,Miconia,laevigata,.,.,MILA8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7803,hairy johnnyberry,Miconia,lanata,.,.,MILA10,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7810,camasey cuatrocanales,Miconia,mirabilis,.,.,MIMI3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7812,camasey racimoso,Miconia,pachyphylla,.,.,MIPA7,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7813,granadillo bobo,Miconia,prasina,.,.,MIPR3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7814,auquey,Miconia,punctata,.,.,MIPU9,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7815,ridge johnnyberry,Miconia,pycnoneura,.,.,MIPY2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7816,camasey felpa,Miconia,racemosa,.,.,MIRA2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7817,peralejo,Miconia,rubiginosa,.,.,MIRU4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7818,jau jau,Miconia,serrulata,.,.,MISE2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7819,mountain johnnyberry,Miconia,sintenisii,.,.,MISI2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7821,forest johnnyberry,Miconia,subcorymbosa,.,.,MISU3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7822,rajador,Miconia,tetrandra,.,.,MITE4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7823,camasey tomaso,Miconia,thomasiana,.,.,MITH,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7824,talafulu,Micromelum,minutum,.,.,MIMI23,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7828,caimitillo verde,Micropholis,garciniifolia,.,.,MIGA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7829,Micropholis guyanensis,Micropholis,guyanensis,.,.,MIGU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7831,pinnata,Millettia,pinnata,.,.,MIPI9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7833,elegant mimosa,Mimosa,arenosa,.,.,MIAR4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7835,"bulletwood, elengi",Mimusops,elengi,.,.,MIEL4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7839,monodora,Monodora,spp.,.,.,MONOD,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7841,treedaisy,Montanoa,hibiscifolia,.,.,MOHI,U,"P, U",U,U,.,P,.,.
MSL,IOS,.,.,7845,Wax Myrtle,Morella,cerifera,.,.,MOCE2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7846,firetree,Morella,faya,.,.,MOFA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7847,Morella holdridgeana,Morella,holdridgeana,.,.,MOHO3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7849,Indian mulberry,Morinda,citrifolia,.,.,MOCI3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7850,kesengelngel,Morinda,latibractea,.,.,MOLA12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7851,Morinda pedunculata,Morinda,pedunculata,.,.,MOPE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7853,noni kuahiwi,Morinda,trimera,.,.,MOTR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7855,horseradishtree,Moringa,oleifera,.,.,MOOL,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7857,ratapple,Morisonia,americana,.,.,MOAM,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,681,white mulberry,Morus,alba,.,.,MOAL,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
